Text,Class
"Sluggish economy hits German jobs

The number of people out of work in Europe's largest economy has risen for the tenth straight month as growth remains stubbornly slow.

German unemployment rose 7,000 in November to 4.464 million people, or 10.8% of the workforce. The seasonally adjusted rise showed a smaller rise than expected, as government measures to encourage job creation began to take effect. But officials said stagnant growth was still stifling the job market. ""There are clear signs of a revival in domestic demand,"" said Frank-Juergen Weise, head of the Federal Labour Agency, in a statement. ""But growth of 0.1%... in the third quarter is still insufficient to deliver positive momentum to the labour market."" High oil prices and the soaring euro - which damages the competitiveness of exporters - were also having a negative effect, he said. The brunt of the unemployment is still being felt in the eastern part of Germany, where the rate is 18.8%.

With unemployment stuck above 4 million for years, the government of Chancellor Gerhard Schroeder has put job creation at the top of the agenda. A controversial package of measures to shake up incentives to get back to work, paid for by cutting some cherished benefits, has sparked anger among some German workers. Strikes in a number of industries, notably among the country's iconic carmakers, have demonstrated the displeasure - as well as fears about further job losses as outsourcing takes hold. Among the new initiatives are the so-called ""one-euro jobs"" which top up unemployment benefit. The scheme's formal launch is January, but hirings for these positions are already taking place and affecting the unemployment statistics, economists said. ""The deterioration of the labour market does not come as a surprise,"" said Isabelle Kronawitter at Hypovereinsbank. ""Job creation measures probably prevented a stronger increase in the seasonally adjusted numbers.""
",business
"Mixed signals from French economy

The French economy picked up speed at the end of 2004, official figures show - but still looks set to have fallen short of the government's hopes.

According to state statistics body INSEE, growth for the three months to December was a seasonally-adjusted 0.7-0.8%, ahead of the 0.6% forecast. If confirmed, that would be the best quarterly showing since early 2002. It leaves GDP up 2.3% for the full year, but short of the 2.5% which the French government had predicted.

Despite the apparent shortfall in annual economic growth, the good quarterly figures - a so-called ""flash estimate"" - mark a continuing trend of improving indicators for the health of the French economy. The government is reiterating a 2.5% target for 2005, while the European Central Bank is making positive noises for the 12-nation eurozone as a whole. Also on Friday, France's industrial output for December was released, showing 0.7% growth. ""The numbers are good,"" said David Naude, economist at Deutsche Bank. ""They send a positive signal of a rebound in output... and open the way for a continuation in that trend into the New Year."" Service sector activity improved in January, hitting a seven-month high. But unemployment remains high at about 10%.
",business
"US trade gap hits record in 2004

The gap between US exports and imports hit an all-time high of $671.7bn (£484bn) in 2004, latest figures show.

The Commerce Department said the trade deficit for all of last year was 24.4% above the previous record - 2003's imbalance of $496.5bn. The deficit with China, up 30.5% at $162bn, was the largest ever recorded with a single country. However, on a monthly basis the US trade gap narrowed by 4.9% in December to £56.4bn. The US consumer's appetite for all things from oil to imported cars, and even wine and cheese, reached record levels last year and the figures are likely to spark fresh criticism of President Bush's economic policies.

Democrats claim the administration has not done enough to clamp down on unfair foreign trade practices. For example, they believe China's currency policy - which US manufacturers claim has undervalued the yuan by as much as 40% - has given China's rapidly expanding economy an unfair advantage against US competitors.

Meanwhile, the Bush administration argues that the US deficit reflects the fact the America is growing at faster rate than the rest of the world, spurring on more demand for imported goods. Some economists say this may allow an upward revision of US economic growth in the fourth quarter. But others point out that the deficit has reached such astronomical proportions that foreigners many choose not to hold as many dollar-denominated assets, which may in turn harm growth. For all of 2004, US exports rose 12.3% to $1.15 trillion, but imports rose even faster by 16.3% to a new record of $1.76 trillion. Foreign oil exports surged by 35.7% to a record $180.7bn, reflecting the rally in global oil prices and increasing domestic demand. Imports were not affected by the dollar's weakness last year. ""We expect the deficit to continue to widen in 2005 even if the dollar gets back to its downward trend,"" said economist Marie-Pierre Ripert at IXIS.
",business
"Yukos loses US bankruptcy battle

A judge has dismissed an attempt by Russian oil giant Yukos to gain bankruptcy protection in the US.

Yukos filed for Chapter 11 protection in Houston in an unsuccessful attempt to halt the auction of its Yugansk division by the Russian authorities. The court ruling is a blow to efforts to get damages for the sale of Yugansk, which Yukos claims was illegally sold. Separately, former Yukos boss Mikhail Khodorkovsky began testimony on Friday in his trial for fraud and tax evasion.

Mr Khodorkovsky - who has been in jail for more than a year - pleaded not guilty to the charges brought against him and denied involvement in any criminal activities. ""I pride myself on heading for 15 years a number of successful companies and helping other enterprises rise from their knees,"" he told a Russian court.

Yugansk was auctioned to help pay off $27.5bn (£14.5bn) in unpaid taxes. It was bought for $9.4bn by a previously-unknown group, which was in turn bought up almost immediately by state-controlled oil company Rosneft.

Texas Judge Letitia Clark said Yukos did not have enough of a US presence to establish US jurisdiction. ""The vast majority of the business and financial activities of Yukos continue to occur in Russia,"" Judge Clark said in her ruling. ""Such activities require the continued participation of the Russian government."" Yukos had argued that a US court was entitled to declare it bankrupt before its Yugansk unit was sold, since it has local bank accounts and its chief finance officer Bruce Misamore lives in Houston. Yukos claimed it sought help in the US because other forums - Russian courts and the European Court of Human Rights - were either unfriendly or offered less protection. Russia had indicated it would in any case not abide by the rulings of the US courts.

In her ruling, the judge acknowledged that ""it appears likely that agencies of the Russian government have acted in a manner that would be considered confiscatory under United States law"". But she said her role was simply to decide on jurisdiction. The US court's jurisdiction had been challenged by Deutsche Bank and Gazpromneft, a former unit of Russian gas monopoly Gazprom which is due to merge with Rosneft. Analysts said the ability of Gazprom and Rosneft to trade freely overseas had been stifled while the ownership of Yugansk remained unclear.

Yukos said it would consider its options in light of the ruling. However, it claimed that the court had backed its argument in four out of five key issues. ""We believe the merits of our case are strong and simple,"" said chief executive Steven Theede. ""Our assets were illegally seized. We want them back or damages paid.""
",business
"Claxton hunting first major medal

British hurdler Sarah Claxton is confident she can win her first major medal at next month's European Indoor Championships in Madrid.

The 25-year-old has already smashed the British record over 60m hurdles twice this season, setting a new mark of 7.96 seconds to win the AAAs title. ""I am quite confident,"" said Claxton. ""But I take each race as it comes. ""As long as I keep up my training but not do too much I think there is a chance of a medal."" Claxton has won the national 60m hurdles title for the past three years but has struggled to translate her domestic success to the international stage. Now, the Scotland-born athlete owns the equal fifth-fastest time in the world this year. And at last week's Birmingham Grand Prix, Claxton left European medal favourite Russian Irina Shevchenko trailing in sixth spot.

For the first time, Claxton has only been preparing for a campaign over the hurdles - which could explain her leap in form. In previous seasons, the 25-year-old also contested the long jump but since moving from Colchester to London she has re-focused her attentions. Claxton will see if her new training regime pays dividends at the European Indoors which take place on 5-6 March.
",sport
"O'Sullivan could run in Worlds

Sonia O'Sullivan has indicated that she would like to participate in next month's World Cross Country Championships in St Etienne.

Athletics Ireland have hinted that the 35-year-old Cobh runner may be included in the official line-up for the event in France on 19-20 March. Provincial teams were selected after last Saturday's Nationals in Santry and will be officially announced this week. O'Sullivan is at present preparing for the London marathon on 17 April. The participation of O'Sullivan, currentily training at her base in Australia, would boost the Ireland team who won the bronze three years agio. The first three at Santry last Saturday, Jolene Byrne, Maria McCambridge and Fionnualla Britton, are automatic selections and will most likely form part of the long-course team. O'Sullivan will also take part in the Bupa Great Ireland Run on 9 April in Dublin.
",sport
"Greene sets sights on world title

Maurice Greene aims to wipe out the pain of losing his Olympic 100m title in Athens by winning a fourth World Championship crown this summer.

He had to settle for bronze in Greece behind fellow American Justin Gatlin and Francis Obikwelu of Portugal. ""It really hurts to look at that medal. It was my mistake. I lost because of the things I did,"" said Greene, who races in Birmingham on Friday. ""It's never going to happen again. My goal - I'm going to win the worlds."" Greene crossed the line just 0.02 seconds behind Gatlin, who won in 9.87 seconds in one of the closest and fastest sprints of all time. But Greene believes he lost the race and his title in the semi-finals. ""In my semi-final race, I should have won the race but I was conserving energy. ""That's when Francis Obikwelu came up and I took third because I didn't know he was there. ""I believe that's what put me in lane seven in the final and, while I was in lane seven, I couldn't feel anything in the race.

""I just felt like I was running all alone. ""I believe if I was in the middle of the race I would have been able to react to people that came ahead of me."" Greene was also denied Olympic gold in the 4x100m men's relay when he could not catch Britain's Mark Lewis-Francis on the final leg. The Kansas star is set to go head-to-head with Lewis-Francis again at Friday's Norwich Union Grand Prix. The pair contest the 60m, the distance over which Greene currently holds the world record of 6.39 seconds. He then has another indoor meeting in France before resuming training for the outdoor season and the task of recapturing his world title in Helsinki in August. Greene believes Gatlin will again prove the biggest threat to his ambitions in Finland. But he also admits he faces more than one rival for the world crown. ""There's always someone else coming. I think when I was coming up I would say there was me and Ato (Boldon) in the young crowd,"" Greene said. ""Now you've got about five or six young guys coming up at the same time.""
",sport
"IAAF launches fight against drugs

The IAAF - athletics' world governing body - has met anti-doping officials, coaches and athletes to co-ordinate the fight against drugs in sport.

Two task forces have been set up to examine doping and nutrition issues. It was also agreed that a programme to ""de-mystify"" the issue to athletes, the public and the media was a priority. ""Nothing was decided to change things - it was more to have a forum of the stakeholders allowing them to express themselves,"" said an IAAF spokesman. ""Getting everyone together gave us a lot of food for thought."" About 60 people attended Sunday's meeting in Monaco, including IAAF chief Lamine Diack and Namibian athlete Frankie Fredericks, now a member of the Athletes' Commission. ""I am very happy to see you all, members of the athletics family, respond positively to the IAAF call to sit together and discuss what more we can do in the fight against doping,"" said Diack. ""We are the leading Federation in this field and it is our duty to keep our sport clean."" The two task forces will report back to the IAAF Council, at its April meeting in Qatar.
",sport
"Dibaba breaks 5,000m world record

Ethiopia's Tirunesh Dibaba set a new world record in winning the women's 5,000m at the Boston Indoor Games.

Dibaba won in 14 minutes 32.93 seconds to erase the previous world indoor mark of 14:39.29 set by another Ethiopian, Berhane Adera, in Stuttgart last year. But compatriot Kenenisa Bekele's record hopes were dashed when he miscounted his laps in the men's 3,000m and staged his sprint finish a lap too soon. Ireland's Alistair Cragg won in 7:39.89 as Bekele battled to second in 7:41.42. ""I didn't want to sit back and get out-kicked,"" said Cragg. ""So I kept on the pace. The plan was to go with 500m to go no matter what, but when Bekele made the mistake that was it. The race was mine."" Sweden's Carolina Kluft, the Olympic heptathlon champion, and Slovenia's Jolanda Ceplak had winning performances, too. Kluft took the long jump at 6.63m, while Ceplak easily won the women's 800m in 2:01.52.
",sport
"Isinbayeva claims new world best

Pole vaulter Yelena Isinbayeva broke her own indoor world record by clearing 4.89 metres in Lievin on Saturday.

It was the Russian's 12th world record of her career and came just a few days after she cleared 4.88m at the Norwich Union Grand Prix in Birmingham. The Olympic champion went on to attempt 5.05m at the meeting on France but failed to clear that height. In the men's 60m, former Olympic 100m champion Maurice Greene could only finish second to Leonard Scott. It was Greene's second consecutive defeat at the hands of his fellow American, who also won in Birmingham last week. ""I ran my race perfectly,"" said Scott, who won in 6.46secs, his best time indoors. ""I am happy even if I know that Maurice is a long way from being at his peak at the start of the season.""
",sport
"O'Sullivan commits to Dublin race

Sonia O'Sullivan will seek to regain her title at the Bupa Great Ireland Run on 9 April in Dublin.

The 35-year-old was beaten into fourth at last year's event, having won it a year earlier. ""I understand she's had a solid winter's training down in Australia after recovering from a minor injury,"" said race director Matthew Turnbull. Mark Carroll, Irish record holder at 3km, 5km and 10km, will make his debut in the mass participation 10km race. Carroll has stepped up his form in recent weeks and in late January scored an impressive 3,000m victory over leading American Alan Webb in Boston. Carroll will be facing stiff competition from Australian Craig Mottram, winner in Dublin for the last two years.
",sport
"Hansen 'delays return until 2006'

British triple jumper Ashia Hansen has ruled out a comeback this year after a setback in her recovery from a bad knee injury, according to reports.

Hansen, the Commonwealth and European champion, has been sidelined since the European Cup in Poland in June 2004. It was hoped she would be able to return this summer, but the wound from the injury has been very slow to heal. Her coach Aston Moore told the Times: ""We're not looking at any sooner than 2006, not as a triple jumper."" Moore said Hansen may be able to return to sprinting and long jumping sooner, but there is no short-term prospect of her being involved again in her specialist event. ""There was a problem with the wound healing and it set back her rehabilitation by about two months, but that has been solved and we can push ahead now,"" he said. ""The aim is for her to get fit as an athlete - then we will start looking at sprinting and the long jump as an introduction back to the competitive arena."" Moore said he is confident Hansen can make it back to top-level competition, though it is unclear if that will be in time for the Commonwealth Games in Melbourne next March, when she will be 34. ""It's been a frustrating time for her, but it has not fazed her determination,"" he added.
",sport
"Off-colour Gardener storms to win

Britain's Jason Gardener shook off an upset stomach to win the 60m at Sunday's Leipzig International meeting.

Gardener clocked 6.56 seconds to equal the meeting record and finished well ahead of Germany's Marc Blume, who crossed the line in 6.67 secs. The world indoor champion said: ""I got to the airport and my stomach was upset and I was vomiting. I almost went home. ""I felt a little better Sunday morning but decided I'd only run in the main race. Then everything went perfectly."" Gardener, part of the Great Britain 4x100m quartet that won gold at the Athens Olympics, will now turn his attention to next weekend's Norwich Union European Indoor trials in Sheffield.

""Given I am still off-colour I know there is plenty more in the tank and I expect to get faster in the next few weeks,"" he said. ""It's just a case of chipping away as I have done in previous years and the results will come."" Scotland's Ian Mackie was also in action in Leipzig. He stepped down from his favoured 400m to 200m to finish third in 21.72 secs. Germany's Alexander Kosenkow won the race in 21.07 secs with Dutchman Patrick van Balkom second in 21.58 secs. There were plenty of other senior British athletes showing their indoor form over the weekend. Promising 60m hurdler

clocked a new UK record of 7.98 seconds at a meeting in Norway. The 24-year-old reached the mark in her heat but had to settle for joint first place with former AAA champion Diane Allahgreen in the final.

, who broke onto the international scene at the Olympic Games last season, set an indoor personal best of 16.50m in the triple jump at a meeting in Ghent. That leap - 37cm short of Brazilian winner Jadel Gregorio's effort - was good enough to qualify for the European Indoor Championships. At the same meeting,

finished third in 7.27 seconds in a high-class women's 60m. The event was won by European medal favourite Christine Arron of France while Belgium rival Kim Gevaert was second. Britain's Joice Maduaka finished fifth in 7.35. Olympic bronze heptathlon medallist

made a low-key return to action at an indoor meeting in Birmingham. The 28-year-old cleared 1.76m to win the high jump and threw 13.86m in the women's shot put.
",sport
"Collins to compete in Birmingham

World and Commonwealth 100m champion Kim Collins will compete in the 60m at the Norwich Union Grand Prix in Birmingham on 18 February.

The St Kitts and Nevis star joins British Olympic relay gold medallists Jason Gardener and Mark Lewis-Francis. Sydney Olympic 100m champion and world indoor record holder Maurice Greene and Athens Olympic 100m silver medallist Francis Obikwelu will also take part. Collins ran in Birmingham at the 2003 World Indoor Championships. ""I'm looking forward to competing against such a strong field,"" he said. ""I got a great reception form the crowd at the NIA when I won my 60m world indoor silver medal in 2003 and it will be really exciting to return to this venue."" The world champion says he's in good shape but he isn't underestimating the home competition. ""Jason Gardener and Mark Lewis-Francis are Olympic gold medallists now and I'm sure they'll be aiming to win in front of their home supporters. ""I'm looking forward to competing against Britain's best sprinters and I'm sure the 60 metres will be one of the most exciting races of the evening."" Collins was sixth in the Olympic final in Athens but is hoping for a better result at the World Championships in Finland this summer. ""This will be a big year for me and I plan to defend my 100m world title in Helsinki in August. Before then I want to perform well over 60m indoors and start my year in winning form.""
",sport
"Radcliffe yet to answer GB call

Paula Radcliffe has been granted extra time to decide whether to compete in the World Cross-Country Championships.

The 31-year-old is concerned the event, which starts on 19 March in France, could upset her preparations for the London Marathon on 17 April. ""There is no question that Paula would be a huge asset to the GB team,"" said Zara Hyde Peters of UK Athletics. ""But she is working out whether she can accommodate the worlds without too much compromise in her marathon training."" Radcliffe must make a decision by Tuesday - the deadline for team nominations. British team member Hayley Yelling said the team would understand if Radcliffe opted out of the event. ""It would be fantastic to have Paula in the team,"" said the European cross-country champion. ""But you have to remember that athletics is basically an individual sport and anything achieved for the team is a bonus. ""She is not messing us around. We all understand the problem."" Radcliffe was world cross-country champion in 2001 and 2002 but missed last year's event because of injury. In her absence, the GB team won bronze in Brussels.
",sport
"Edwards tips Idowu for Euro gold

World outdoor triple jump record holder and BBC pundit Jonathan Edwards believes Phillips Idowu can take gold at the European Indoor Championships.

Idowu landed 17.30m at the British trials in Sheffield last month to lead the world triple jump rankings. ""It's all down to him, but if he jumps as well as he did in Sheffield he could win the gold medal,"" said Edwards. ""His ability is undoubted but all his best performances seem to happen in domestic meetings.""

Idowu made his breakthrough five years ago but so far has only a Commonwealth silver medal to his name. Edwards himself kept Idowu off top spot at the Manchester Games. But he believes the European Indoors in Madrid represent a chance for the 26-year-old to prove his credentials as Britain's top triple jumper. ""He has to start producing at international level and here is the beginning,"" said Edwards. ""Phillips still needs to be much more consistent. I'm sure a victory in Madrid will build up his confidence and self-belief that he can be best in the world."" The qualifying round of the men's triple jump in Madrid takes place on Friday with the final scheduled for Saturday. Olympic champion Christian Olsson will not be taking part as he is out for the entire indoor season with an ankle injury.
",sport
"Kenya lift Chepkemei's suspension

Kenya's athletics body has reversed a ban on marathon runner Susan Chepkemei after she made an official apology.

Athletics Kenya (AK) had suspended the two-time London Marathon runner-up for failing to turn up to a cross-country team training camp in Embu. ""We have withdrawn the ban. Chepkemei has given a reason for her absence,"" said AK chief Isaiah Kiplagat. ""She explained she had a contract with the organisers of the race in Puerto Rice and we have accepted her apology.""

The Kenyan coaching team will now decide whether Chepkemei can be included in the team for this month's world cross country championships. The 29-year-old would be a strong contender at the event in France and is hopeful she will be granted a place in the 32-strong squad. ""I am satisfied that the whole saga has been brought to an end,"" Chepkemei said. ""I am ready and prepared to represent my country. ""I will be disappointed if I am not given a chance to compete at the world cross country championships."" AK had insisted it was making an example of Chepkemei by banning her from competition until the end of 2005. But the organisation came under intense international and domestic pressure to reverse its decision. The 29-year-old took part in the 2002 and 2003 London Marathons and was edged out by Radcliffe in an epic New York Marathon contest last year.

The two-time world half-marathon silver medallist will be back to challenge Radcliffe at this year's London event in April. AK also dropped its harsh stance on three-time world cross country 4km champion Edith Masai. Masai missed Kenya's world cross country trials because of an ankle problem but AK insisted it would take disciplinary action unless she could prove she was really injured. ""Subject to our doctor's confirmation, we have decided to clear Masai,"" added Kiplagat.
",sport
"McIlroy aiming for Madrid title

Northern Ireland man James McIlroy is confident he can win his first major title at this weekend's Spar European Indoor Championships in Madrid.

The 28-year-old has been in great form in recent weeks and will go in as one of the 800 metres favourites. ""I believe after my wins abroad and in our trial race in Sheffield, I can run my race from the front, back or middle,"" said McIlroy. New coach Tony Lester has helped get McIlroy's career back on track. The 28-year-old 800 metres runner has not always matched his promise with performances but believes his decision to change coaches and move base will bring the rewards. McIlroy now lives in Windsor and feels his career has been transformed by the no-nonsense leadership style of former Army sergeant Lester. Lester is better known for his work with 400m runners Roger Black and Mark Richardson in the past but under his guidance McIlroy has secured five wins this indoor season.

McIlroy now claims he is in his best shape since finishing fourth for Ireland at the outdoor European Championships in 1998. ""That was my last decent year,"" said McIlroy, who temporarily retired last August before returning to the sport under Lester's shrewd guidance. ""Before, every race was like trying to climb Mount Everest and I now know you can't do it on your own. ""Trying to succeed saw me sometimes standing half-dead and terrified on the starting line, which became a bit too much."" McIlroy, who was compared to the likes of Sebastian Coe, Steve Cram and Steve Ovett in his younger days, is now competing without the benefit of National Lottery funding. That situation could change if he maintains his current form and repeats the world-class times he produced in the 800m and 1000m at major races in Erfurt and Stuttgart earlier this season. Russian Dmitriy Bogdanov won at the same Madrid venue last week and then claimed the European Championship race would be between himself, Dutchman Arnoud Okken and Antonio Reina of Spain but McIlroy is unfazed.

He admitted: ""He looked quite good in his win and fair enough everyone has the right to their own opinion. ""I never write myself off and let's face it, I haven't or looked like being beaten this season."" And McIlroy, whose time of one minute 46.68seconds in Erfurt elevated him to sixth place on the UK All-Time list, is also already looking beyond Madrid. He said: ""I've been much more focused this year about my career and having such a good team around me has been very important. ""Ultimately of course, this weekend is a means to an end and that is getting prepared for the summer's world championships. ""That ambition has meant that I've had only two nights out since last August. The rest of my time has seen me just concentrating on rebuilding my career.""
",sport
"UK Athletics agrees new kit deal

UK Athletics has agreed a new deal with adidas to supply Great Britain squads of all ages with their kit for the next four years.

The German-based firm kitted out Team GB at the 2004 Olympics and has deals with 20 other national Olympic bodies. UK Athletics chief David Moorcroft said: ""The Athens experience can now be extended to more major championships. ""In the year ahead these include the European indoor and World outdoor championships. We are delighted."" Moorcroft added: ""It is hugely beneficial to the sport that the adidas commitment will also provide for officials and other personnel at our world-class series of live televised events."" This week, UK Athletics also agreed a four-year deal with energy drink company, Red Bull, who will be supplying the product to athletics at major domestic meetings and in high performance centres.
",sport
"Verdict delay for Greek sprinters

Greek athletics' governing body has postponed by two weeks the judgement on sprinters Costas Kenteris and Katerina Thanou for missing doping tests.

The pair are facing lengthy bans for the missed tests, including one on the eve of last year's Athens Olympics. They were set to learn their fate by the end of February, but late evidence from them has pushed the date back. ""A decision is now expected by around mid-March,"" said one of their lawyers, Michalis Dimitrakopoulos. Kenteris, 31, who won the men's 200m title at the 2000 Sydney Games and Thanou, 30, who won the women's 100m silver medal in Sydney, face a maximum two-year ban if found guilty. The athletes, who spectacularly withdrew from the Athens Olympics, have been suspended by the International Association of Athletics Federations (IAAF) for missing the three tests. The IAAF said the sprinters had failed to provide samples for tests in Tel Aviv, Chicago and Athens and ordered Greek athletic's governing body, Segas, to hold a disciplinary inquiry. The athletes also face a criminal hearing in Greece over the missed drugs tests and have been charged with faking a motorcycle accident on the day of the Athens test, which led to them spending four days in hospital. Following the final hearing in late January, the athletes sounded confident they would be acquitted. ""I am confident and optimistic,"" Thanou had said at the time. ""We presented new evidence to the committee that they were not aware of."" It was not clear what this new evidence was.
",sport
"Call for Kenteris to be cleared

Kostas Kenteris' lawyer has called for the doping charges against the Greek sprinter to be dropped.

Gregory Ioannidis has submitted new evidence to a Greek athletics tribunal which he claims proves the former Olympic champion has no case to answer. Kenteris and compatriot Katerina Thanou were given provisional suspensions in December for failing to take drugs tests before the Athens Olympics. The Greek tribunal is expected to give its verdict early next week. Kenteris and Thanou withdrew from the Athens Olympics last August after missing drugs tests on the eve of the opening ceremony. They were also alleged to have avoided tests in Tel Aviv and Chicago before the Games.

But Ioannidis said: ""Everything overwhelmingly shows that the charges should be dropped."" Ioannidis also said he has presented evidence that will throw a different light on the events leading up to the pair's sensational withdrawal from the Athens Games. The lawyer added that he has proof the authorities ""knew"" Kenteris was in Germany at the time he was alleged to have missed a test in Chicago. Nick Davies, spokesman for athletics' ruling body the IAAF, which handed out the provisional bans, said: ""We can't comment because we were not present at the hearing and don't know what was said behind closed doors. ""We expect a verdict from the Greek Athletics Federation before the end of February and will obviously be making a statement then."" Kenteris won 200m gold at the 2000 Sydney Olympics, while Thanou won silver in the 100m.
",sport
"Merritt close to indoor 400m mark

Teenager LaShawn Merritt ran the third fastest indoor 400m of all time at the Fayetteville Invitational meeting.

The world junior champion clocked 44.93 seconds to finish well clear of fellow American Bershawn Jackson in Arkansas. Only Michael Johnson has gone quicker, setting the world record of 44.63secs in 1995 and running 44.66secs in 1996. Kenyan Bernard Lagat missed out on the world record by 1.45secs as he ran the third quickest indoor mile ever to beat Canada's Nate Brannen by almost 10secs. The Olympic silver medallist's time of three minutes 49.89secs was inferior only to the 1997 world record of Moroccan Hicham El Guerrouj and former world record holder Eamonn Coghlan of Ireland's 3:49.78. Lagat was on course to break El Guerrouj's record through 1200m but could not maintain the pace over the final 400m. Ireland's

continued his excellent form by winning a tight 3,000m in 7:40.53. Cragg, who recently defeated Olympic 10,000m champion Kenenisa Bekele in Boston, held off Bekele's Ethiopian colleague Markos Geneti by only 0.19secs to secure his victory. Mark Carroll, who will join Cragg in the European Indoor Championships next month, finished a solid third in 7:46.78. Olympic 200m gold medallist

of Jamaica ran the fastest women's 60m in the world this year as she equalled her personal best of 7.09secs. World indoor 60m hurdles champion

also won, improving his season-leading time to 7.51secs.
",sport
"London hope over Chepkemei

London Marathon organisers are hoping that banned athlete Susan Chepkemei will still take part in this year's race on 17 April.

Chepkemei was suspended from all competition until the end of the year by Athletics Kenya after failing to report to a national training camp. ""We are watching it closely,"" said London race director David Bedford. ""There is a long way to go before the race and we are hoping the situation will be satisfactorily resolved."" The camp in Embu was to prepare for the IAAF World Cross Country Championships later this month. Chepkemei however took part and finished third in last Sunday's world best 10K race in Puerto Rico. The 29-year-old has finished second to Paula Radcliffe in the 2002 and 2003 London races as well as in November's New York City marathon.
",sport
"Edwards tips Idowu for Euro gold

World outdoor triple jump record holder and BBC pundit Jonathan Edwards believes Phillips Idowu can take gold at the European Indoor Championships.

Idowu landed 17.30m at the British trials in Sheffield last month to lead the world triple jump rankings. ""It's all down to him, but if he jumps as well as he did in Sheffield he could win the gold medal,"" said Edwards. ""His ability is undoubted but all his best performances seem to happen in domestic meetings.""

Idowu made his breakthrough five years ago but so far has only a Commonwealth silver medal to his name. Edwards himself kept Idowu off top spot at the Manchester Games. But he believes the European Indoors in Madrid represent a chance for the 26-year-old to prove his credentials as Britain's top triple jumper. ""He has to start producing at international level and here is the beginning,"" said Edwards. ""Phillips still needs to be much more consistent. I'm sure a victory in Madrid will build up his confidence and self-belief that he can be best in the world."" The qualifying round of the men's triple jump in Madrid takes place on Friday with the final scheduled for Saturday. Olympic champion Christian Olsson will not be taking part as he is out for the entire indoor season with an ankle injury.
",sport
"Chepkemei hit by big ban

Kenya's athletics body has suspended two-time London Marathon runner-up Susan Chepkemei from all competition until the end of the year.

Athletics Kenya (AK) issued the ban after Chepkemei failed to turn up for a cross country training camp in Embu. ""We have banned her from all local and international competitions,"" said AK chief Isaiah Kiplagat. ""We shall communicate this decision to the IAAF and all meet directors all over the world."" The 29-year-old finished second to Paula Radcliffe in the 2002 and 2003 London races, and was also edged out in an epic New York Marathon contest last year.

But the ban will prevent the two-time world half-marathon silver medallist from challenging Radcliffe at this year's London event in April. Global Sports Communications, Chepkemei's management company, said she had wanted to run in the World Cross Country Championships in March. But AK maintained it was making an example of Chepkemei as a warning to other Kenyan athletes. ""We are taking this action in order to salvage our pride,"" said Kiplagat. ""We have been accused of having no teeth to bite with and that agents are ruling over us."" KA has also threatened three-time women's short-course champion Edith Masai with a similar ban if reports that she feigned injury to avoid running at the cross country world championships are true. Masai missed the national trials in early February, but was included in the provisional team on the proviso that she ran in a regional competition. She failed to run in the event, citing a leg injury.
",sport
"Holmes secures comeback victory

Britain's Kelly Holmes marked her first appearance on home soil since winning double Olympic gold with 1500m victory at the Norwich Union International.

Holmes hit the front just before the bell in front of a sell-out crowd in Glasgow and cruised to victory in a time of four minutes 14.74 seconds. ""It was nice to get that out of the way. I was nervous about whether I would actually be able to get round. ""I felt good. I just had to relax and use my racing knowledge,"" said Holmes. ""It was all about winning in front of my home crowd. The time is irrelevant. ""I got round in one piece and didn't disgrace myself. Now it's about going forward. ""The reception I've had since the Olympics has been amazing and that's why I wanted to keep running this year, because I get a buzz from the crowd."" Holmes ran a tactically perfect race to finish clear of France's Hind Dehiba and Russia's Svetlana Cherkasova. The Olympic 800m and 1500m champion's time was inside the qualifying mark for the European Indoor Championships in Madrid in March. But the 34-year-old would not reveal whether she intended to run or not, having previously indicated she would leave a decision until after the Birmingham Grand Prix on 18 February.
",sport
